
=== Transfers for Lot: BATCH-344 ===
ID: 17, Date: 2025-12-13, Code: 313, Out: 1.0, Ret: 0.0, Avail: 7.0
ID: 281, Date: 2026-01-18, Code: 307, Out: 1.0, Ret: 0.0, Avail: 32.0
ID: 283, Date: 2026-01-18, Code: 308, Out: 5.25, Ret: 0.0, Avail: 92.5
ID: 295, Date: 2026-01-25, Code: 201, Out: 6.0, Ret: 0.0, Avail: 28.65
ID: 296, Date: 2026-01-25, Code: 202, Out: 36.5, Ret: 0.0, Avail: 63.644999999999996
ID: 297, Date: 2026-01-25, Code: 203, Out: 11.49, Ret: 0.0, Avail: 72.0
ID: 298, Date: 2026-01-25, Code: 206, Out: 4.8, Ret: 0.0, Avail: 41.36
ID: 300, Date: 2026-01-25, Code: 209, Out: 10.0, Ret: 0.0, Avail: 1.6500000000000004
ID: 302, Date: 2026-01-25, Code: 217, Out: 5.0, Ret: 0.0, Avail: 0.0
ID: 303, Date: 2026-01-25, Code: 219, Out: 10.0, Ret: 0.0, Avail: 0.0
ID: 304, Date: 2026-01-25, Code: 222, Out: 5.0, Ret: 0.0, Avail: 0.0
ID: 305, Date: 2026-01-25, Code: 300, Out: 4.0, Ret: 0.0, Avail: 18.0
ID: 306, Date: 2026-01-25, Code: 301, Out: 12.0, Ret: 0.0, Avail: 72.0
ID: 307, Date: 2026-01-25, Code: 302, Out: 8.25, Ret: 0.0, Avail: 30.0
ID: 308, Date: 2026-01-25, Code: 302, Out: 0.0, Ret: 0.0, Avail: 30.0
ID: 310, Date: 2026-01-25, Code: 306, Out: 1.0, Ret: 0.0, Avail: 12.62
ID: 311, Date: 2026-01-25, Code: 307, Out: 2.0, Ret: 0.0, Avail: 30.0
ID: 312, Date: 2026-01-25, Code: 308, Out: 0.0, Ret: 0.0, Avail: 87.5
ID: 315, Date: 2026-01-25, Code: 313, Out: 1.0, Ret: 0.0, Avail: 14.0
ID: 317, Date: 2026-01-26, Code: 201, Out: 3.0, Ret: 0.0, Avail: 25.65
ID: 318, Date: 2026-01-26, Code: 202, Out: 4.5, Ret: 0.0, Avail: 59.145
ID: 319, Date: 2026-01-26, Code: 203, Out: 4.5, Ret: 0.0, Avail: 67.5
ID: 321, Date: 2026-01-26, Code: 206, Out: 7.4, Ret: 0.0, Avail: 33.96
ID: 327, Date: 2026-01-26, Code: 308, Out: 5.0, Ret: 0.0, Avail: 65.5
ID: 333, Date: 2026-01-27, Code: 307, Out: 1.0, Ret: 0.0, Avail: 29.0
ID: 334, Date: 2026-01-27, Code: 302, Out: 0.144, Ret: 0.0, Avail: 29.856
ID: 335, Date: 2026-01-27, Code: 308, Out: 19.47, Ret: 0.0, Avail: 68.03
ID: 336, Date: 2026-01-27, Code: 500, Out: 1.0, Ret: 0.0, Avail: 40.0
ID: 338, Date: 2026-01-27, Code: 202, Out: 0.26, Ret: 0.0, Avail: 58.885000000000005
ID: 342, Date: 2026-01-27, Code: 301, Out: 18.0, Ret: 0.0, Avail: 54.0
ID: 343, Date: 2026-01-27, Code: 302, Out: 0.856, Ret: 0.0, Avail: 29.0
ID: 344, Date: 2026-01-27, Code: 308, Out: 3.63, Ret: 0.0, Avail: 64.4
ID: 347, Date: 2026-01-28, Code: 201, Out: 0.26, Ret: 0.0, Avail: 25.389999999999997
ID: 348, Date: 2026-01-28, Code: 202, Out: 0.38, Ret: 0.0, Avail: 58.504999999999995
ID: 350, Date: 2026-01-28, Code: 206, Out: 0.2, Ret: 0.0, Avail: 33.76
ID: 354, Date: 2026-01-28, Code: 500, Out: 2.0, Ret: 0.0, Avail: 38.0
ID: 355, Date: 2026-01-28, Code: 501, Out: 108.62, Ret: 0.0, Avail: 903.79
ID: 359, Date: 2026-01-28, Code: 206, Out: 5.0, Ret: 0.0, Avail: 28.759999999999998
ID: 365, Date: 2026-01-28, Code: 302, Out: 3.0, Ret: 0.0, Avail: 26.0
ID: 366, Date: 2026-01-28, Code: 307, Out: 1.0, Ret: 0.0, Avail: 28.0
ID: 367, Date: 2026-01-28, Code: 308, Out: 4.4, Ret: 0.0, Avail: 60.00000000000001
ID: 375, Date: 2026-01-29, Code: 502, Out: 1.0, Ret: 0.0, Avail: 6.0
ID: 376, Date: 2026-01-29, Code: 505, Out: 4.0, Ret: 0.0, Avail: 170.0
ID: 380, Date: 2026-01-29, Code: 202, Out: 0.3, Ret: 0.0, Avail: 58.205000000000005
ID: 383, Date: 2026-01-29, Code: 202, Out: 0.26, Ret: 0.0, Avail: 57.945
ID: 389, Date: 2026-01-29, Code: 203, Out: 0.38, Ret: 0.0, Avail: 67.12
ID: 396, Date: 2026-01-29, Code: 311, Out: 1.0, Ret: 0.0, Avail: 10.0
ID: 397, Date: 2026-01-29, Code: 307, Out: 1.0, Ret: 0.0, Avail: 27.0
ID: 399, Date: 2026-01-29, Code: 301, Out: 6.0, Ret: 0.0, Avail: 48.0
ID: 400, Date: 2026-01-29, Code: 304, Out: 0.48, Ret: 0.0, Avail: 31.470000000000002
ID: 401, Date: 2026-01-29, Code: 306, Out: 0.6, Ret: 0.0, Avail: 12.02
ID: 404, Date: 2026-01-30, Code: 203, Out: 9.0, Ret: 0.0, Avail: 58.120000000000005
ID: 405, Date: 2026-01-30, Code: 201, Out: 3.0, Ret: 0.0, Avail: 22.39
ID: 406, Date: 2026-01-30, Code: 202, Out: 6.0, Ret: 0.0, Avail: 51.94499999999999
ID: 408, Date: 2026-01-30, Code: 206, Out: 2.4, Ret: 0.0, Avail: 26.360000000000003
ID: 411, Date: 2026-01-30, Code: 500, Out: 1.0, Ret: 0.0, Avail: 37.0
ID: 412, Date: 2026-01-30, Code: 223, Out: 10.0, Ret: 0.0, Avail: 0.0
ID: 413, Date: 2026-01-30, Code: 220, Out: 10.0, Ret: 0.0, Avail: 0.0
ID: 414, Date: 2026-01-30, Code: 216, Out: 10.0, Ret: 0.0, Avail: 0.0
ID: 420, Date: 2026-01-30, Code: 300, Out: 1.0, Ret: 0.0, Avail: 17.0
ID: 425, Date: 2026-01-31, Code: 302, Out: 5.0, Ret: 0.0, Avail: 21.0
ID: 426, Date: 2026-01-31, Code: 304, Out: 1.0, Ret: 0.0, Avail: 30.47
ID: 428, Date: 2026-01-31, Code: 200, Out: 12.0, Ret: 0.0, Avail: 55.099999999999994
ID: 429, Date: 2026-01-31, Code: 203, Out: 4.5, Ret: 0.0, Avail: 53.62
ID: 430, Date: 2026-01-31, Code: 202, Out: 1.5, Ret: 0.0, Avail: 50.44499999999999
ID: 431, Date: 2026-01-31, Code: 300, Out: 1.0, Ret: 0.0, Avail: 16.0
ID: 432, Date: 2026-01-31, Code: 304, Out: 0.47, Ret: 0.0, Avail: 30.0
ID: 433, Date: 2026-01-31, Code: 306, Out: 2.02, Ret: 0.0, Avail: 10.0
ID: 434, Date: 2026-01-31, Code: 308, Out: 6.74, Ret: 0.0, Avail: 53.26
ID: 439, Date: 2026-01-31, Code: 500, Out: 1.0, Ret: 0.0, Avail: 36.0
ID: 440, Date: 2026-02-01, Code: 302, Out: 1.0, Ret: 0.0, Avail: 20.0
ID: 441, Date: 2026-02-01, Code: 307, Out: 1.0, Ret: 0.0, Avail: 26.0
ID: 442, Date: 2026-02-01, Code: 304, Out: 1.0, Ret: 0.0, Avail: 29.0
ID: 443, Date: 2026-02-01, Code: 308, Out: 6.0, Ret: 0.0, Avail: 47.26
ID: 451, Date: 2026-02-01, Code: 301, Out: 6.0, Ret: 0.0, Avail: 42.0
ID: 455, Date: 2026-02-03, Code: 308, Out: 5.76, Ret: 0.15, Avail: 41.65
ID: 457, Date: 2026-02-03, Code: 300, Out: 1.0, Ret: 0.0, Avail: 15.0
ID: 458, Date: 2026-02-03, Code: 301, Out: 6.0, Ret: 0.0, Avail: 36.0
ID: 459, Date: 2026-02-03, Code: 302, Out: 2.5, Ret: 0.0, Avail: 17.5
ID: 460, Date: 2026-02-03, Code: 304, Out: 1.0, Ret: 0.0, Avail: 28.0
ID: 461, Date: 2026-02-03, Code: 306, Out: 1.0, Ret: 0.0, Avail: 9.0
ID: 464, Date: 2026-02-03, Code: 313, Out: 1.0, Ret: 0.0, Avail: 13.0
ID: 477, Date: 2026-02-05, Code: 200, Out: 6.03, Ret: 0.0, Avail: 49.07
ID: 479, Date: 2026-02-05, Code: 201, Out: 3.0, Ret: 0.0, Avail: 19.39
ID: 480, Date: 2026-02-05, Code: 202, Out: 5.555, Ret: 0.0, Avail: 44.89
ID: 481, Date: 2026-02-05, Code: 203, Out: 9.5, Ret: 0.0, Avail: 44.12
ID: 482, Date: 2026-02-05, Code: 206, Out: 2.4, Ret: 0.0, Avail: 23.96
ID: 485, Date: 2026-02-05, Code: 307, Out: 1.0, Ret: 0.0, Avail: 25.0
ID: 486, Date: 2026-02-05, Code: 311, Out: 1.0, Ret: 0.0, Avail: 9.0
ID: 494, Date: 2026-02-05, Code: 411, Out: 15.0, Ret: 0.0, Avail: 79.0
ID: 499, Date: 2026-02-05, Code: 509, Out: 7.36, Ret: 0.0, Avail: 81.14
ID: 500, Date: 2026-02-05, Code: 500, Out: 1.0, Ret: 0.0, Avail: 35.0
ID: 501, Date: 2026-02-05, Code: 200, Out: 12.3, Ret: 0.0, Avail: 36.769999999999996
ID: 502, Date: 2026-02-05, Code: 202, Out: 1.5, Ret: 0.0, Avail: 43.39
ID: 503, Date: 2026-02-05, Code: 203, Out: 4.5, Ret: 0.0, Avail: 39.62
ID: 504, Date: 2026-02-05, Code: 306, Out: 0.5, Ret: 0.0, Avail: 8.5
ID: 505, Date: 2026-02-05, Code: 305, Out: 1.0, Ret: 0.5, Avail: 29.5
ID: 506, Date: 2026-02-05, Code: 302, Out: 2.5, Ret: 0.0, Avail: 15.0
ID: 507, Date: 2026-02-05, Code: 304, Out: 1.0, Ret: 0.5, Avail: 27.5
ID: 508, Date: 2026-02-05, Code: 308, Out: 3.0, Ret: 0.5, Avail: 39.15
ID: 509, Date: 2026-02-06, Code: 500, Out: 2.0, Ret: 0.0, Avail: 33.0
ID: 510, Date: 2026-02-06, Code: 506, Out: 1.0, Ret: 0.0, Avail: 3.0
ID: 517, Date: 2026-02-06, Code: 300, Out: 1.0, Ret: 0.0, Avail: 14.0
ID: 518, Date: 2026-02-06, Code: 301, Out: 6.0, Ret: 0.0, Avail: 30.0
ID: 519, Date: 2026-02-06, Code: 302, Out: 0.5, Ret: 0.0, Avail: 14.5
ID: 521, Date: 2026-02-06, Code: 308, Out: 0.0, Ret: 0.0, Avail: 39.15
ID: 530, Date: 2026-02-11, Code: 200, Out: 0.48, Ret: 0.0, Avail: 36.290000000000006
ID: 531, Date: 2026-02-11, Code: 200, Out: 0.2, Ret: 0.0, Avail: 36.089999999999996
ID: 532, Date: 2026-02-11, Code: 201, Out: 1.15, Ret: 0.0, Avail: 18.240000000000002
ID: 533, Date: 2026-02-11, Code: 206, Out: 0.46, Ret: 0.0, Avail: 23.5
ID: 535, Date: 2026-02-11, Code: 209, Out: 0.13, Ret: 0.0, Avail: 1.5200000000000005
ID: 537, Date: 2026-02-11, Code: 300, Out: 2.0, Ret: 0.0, Avail: 12.0
ID: 538, Date: 2026-02-11, Code: 301, Out: 6.0, Ret: 0.0, Avail: 24.0
ID: 539, Date: 2026-02-11, Code: 302, Out: 1.5, Ret: 0.0, Avail: 13.0
ID: 540, Date: 2026-02-11, Code: 304, Out: 7.5, Ret: 0.0, Avail: 20.0
ID: 541, Date: 2026-02-11, Code: 305, Out: 3.0, Ret: 0.0, Avail: 26.5
ID: 542, Date: 2026-02-11, Code: 306, Out: 0.36, Ret: 0.0, Avail: 8.14
ID: 543, Date: 2026-02-11, Code: 307, Out: 5.0, Ret: 0.0, Avail: 20.0
ID: 544, Date: 2026-02-11, Code: 302, Out: 0.5, Ret: 0.0, Avail: 12.5
ID: 545, Date: 2026-02-11, Code: 308, Out: 11.15, Ret: 0.0, Avail: 28.0
ID: 548, Date: 2026-02-11, Code: 311, Out: 1.0, Ret: 0.0, Avail: 8.0
ID: 549, Date: 2026-02-11, Code: 313, Out: 2.0, Ret: 0.0, Avail: 11.0
ID: 558, Date: 2026-02-13, Code: 200, Out: 25.91, Ret: 0.0, Avail: 10.180000000000003
ID: 559, Date: 2026-02-13, Code: 201, Out: 5.0, Ret: 0.0, Avail: 13.239999999999998
ID: 560, Date: 2026-02-13, Code: 202, Out: 18.55, Ret: 0.0, Avail: 24.84
ID: 561, Date: 2026-02-13, Code: 203, Out: 23.68, Ret: 0.0, Avail: 15.939999999999998
ID: 562, Date: 2026-02-13, Code: 206, Out: 3.9, Ret: 0.0, Avail: 19.6
ID: 565, Date: 2026-02-13, Code: 300, Out: 1.0, Ret: 0.0, Avail: 11.0
ID: 566, Date: 2026-02-13, Code: 301, Out: 6.0, Ret: 0.0, Avail: 18.0
ID: 567, Date: 2026-02-13, Code: 302, Out: 3.04, Ret: 0.0, Avail: 9.46
ID: 568, Date: 2026-02-13, Code: 304, Out: 4.6, Ret: 0.0, Avail: 15.4
ID: 569, Date: 2026-02-13, Code: 305, Out: 2.0, Ret: 0.0, Avail: 24.5
ID: 570, Date: 2026-02-13, Code: 306, Out: 1.0, Ret: 0.0, Avail: 7.140000000000001
ID: 571, Date: 2026-02-13, Code: 307, Out: 1.0, Ret: 0.0, Avail: 19.0
ID: 572, Date: 2026-02-13, Code: 308, Out: 8.4, Ret: 0.0, Avail: 19.6
ID: 585, Date: 2026-02-13, Code: 500, Out: 13.0, Ret: 0.0, Avail: 20.0
ID: 586, Date: 2026-02-13, Code: 501, Out: 29.67, Ret: 0.0, Avail: 874.12
ID: 587, Date: 2026-02-13, Code: 505, Out: 8.0, Ret: 0.0, Avail: 162.0
ID: 588, Date: 2026-02-13, Code: 500, Out: 1.0, Ret: 0.0, Avail: 19.0
ID: 589, Date: 2026-02-13, Code: 507, Out: 8.0, Ret: 0.0, Avail: 26.0
ID: 591, Date: 2026-02-13, Code: 509, Out: 5.9, Ret: 0.0, Avail: 75.24
ID: 592, Date: 2026-02-13, Code: 514, Out: 4.0, Ret: 0.0, Avail: 12.0
ID: 593, Date: 2026-02-13, Code: 515, Out: 4.0, Ret: 0.0, Avail: 11.0
ID: 594, Date: 2026-02-13, Code: 300, Out: 1.0, Ret: 0.0, Avail: 11.0
ID: 595, Date: 2026-02-13, Code: 400, Out: 46.0, Ret: 0.0, Avail: 0.0
ID: 596, Date: 2026-02-13, Code: 401, Out: 26.0, Ret: 0.0, Avail: 0.0
ID: 597, Date: 2026-02-13, Code: 402, Out: 38.0, Ret: 0.0, Avail: 0.0
ID: 598, Date: 2026-02-13, Code: 403, Out: 215.0, Ret: 0.0, Avail: 0.0
ID: 599, Date: 2026-02-13, Code: 404, Out: 29.0, Ret: 0.0, Avail: 0.0
ID: 600, Date: 2026-02-13, Code: 405, Out: 1.0, Ret: 0.0, Avail: 0.0
ID: 601, Date: 2026-02-13, Code: 406, Out: 121.0, Ret: 0.0, Avail: 0.0
ID: 602, Date: 2026-02-13, Code: 407, Out: 18.0, Ret: 0.0, Avail: 0.0
ID: 603, Date: 2026-02-13, Code: 408, Out: 7.0, Ret: 0.0, Avail: 0.0
ID: 604, Date: 2026-02-13, Code: 409, Out: 39.0, Ret: 0.0, Avail: 0.0
ID: 605, Date: 2026-02-13, Code: 410, Out: 17.0, Ret: 0.0, Avail: 0.0
ID: 606, Date: 2026-02-13, Code: 411, Out: 96.0, Ret: 0.0, Avail: 0.0
ID: 607, Date: 2026-02-13, Code: 412, Out: 3.0, Ret: 0.0, Avail: 0.0
ID: 608, Date: 2026-02-13, Code: 413, Out: 7.0, Ret: 0.0, Avail: 0.0
ID: 609, Date: 2026-02-13, Code: 414, Out: 7.0, Ret: 0.0, Avail: 0.0
ID: 610, Date: 2026-02-13, Code: 415, Out: 44.0, Ret: 0.0, Avail: 0.0
ID: 611, Date: 2026-02-13, Code: 416, Out: 1.0, Ret: 0.0, Avail: 0.0
ID: 612, Date: 2026-02-13, Code: 417, Out: 3.0, Ret: 0.0, Avail: 0.0
ID: 613, Date: 2026-02-13, Code: 418, Out: 3.0, Ret: 0.0, Avail: 0.0
ID: 614, Date: 2026-02-13, Code: 419, Out: 150.0, Ret: 0.0, Avail: 0.0
ID: 615, Date: 2026-02-13, Code: 420, Out: 5.0, Ret: 0.0, Avail: 0.0
ID: 616, Date: 2026-02-13, Code: 421, Out: 3.0, Ret: 0.0, Avail: 0.0
ID: 617, Date: 2026-02-13, Code: 422, Out: 49.0, Ret: 0.0, Avail: 0.0
ID: 618, Date: 2026-02-13, Code: 423, Out: 59.0, Ret: 0.0, Avail: 0.0
ID: 619, Date: 2026-02-13, Code: 426, Out: 25.0, Ret: 0.0, Avail: 0.0
ID: 620, Date: 2026-02-13, Code: 427, Out: 3.0, Ret: 0.0, Avail: 0.0
ID: 621, Date: 2026-02-13, Code: 600, Out: 89.0, Ret: 0.0, Avail: 1.4210854715202004e-14
ID: 622, Date: 2026-02-13, Code: 601, Out: 98.76, Ret: 0.0, Avail: 0.0
ID: 623, Date: 2026-02-13, Code: 602, Out: 27.7, Ret: 0.0, Avail: 0.0
ID: 625, Date: 2026-02-13, Code: 604, Out: 18.5, Ret: 0.0, Avail: 0.0
ID: 626, Date: 2026-02-13, Code: 605, Out: 9.6, Ret: 0.0, Avail: 0.0
ID: 627, Date: 2026-02-13, Code: 606, Out: 33.0, Ret: 0.0, Avail: 0.0
ID: 628, Date: 2026-02-13, Code: 607, Out: 35.0, Ret: 0.0, Avail: 0.0
ID: 629, Date: 2026-02-13, Code: 608, Out: 29.5, Ret: 0.0, Avail: 0.0
ID: 633, Date: 2026-02-13, Code: 612, Out: 9.68, Ret: 0.0, Avail: 0.0
ID: 634, Date: 2026-02-13, Code: 613, Out: 9.4, Ret: 0.0, Avail: 0.0
ID: 635, Date: 2026-02-13, Code: 614, Out: 7.84, Ret: 0.0, Avail: 0.0
ID: 636, Date: 2026-02-13, Code: 615, Out: 61.0, Ret: 0.0, Avail: 0.0
ID: 637, Date: 2026-02-13, Code: 616, Out: 3.82, Ret: 0.0, Avail: 0.0
ID: 638, Date: 2026-02-13, Code: 617, Out: 4.18, Ret: 0.0, Avail: 0.0
ID: 639, Date: 2026-02-13, Code: 618, Out: 9.43, Ret: 0.0, Avail: 0.0
ID: 640, Date: 2026-02-13, Code: 619, Out: 5.0, Ret: 0.0, Avail: 0.0
ID: 641, Date: 2026-02-13, Code: 620, Out: 4.4, Ret: 0.0, Avail: 0.0
ID: 642, Date: 2026-02-13, Code: 621, Out: 3.04, Ret: 0.0, Avail: 0.0
ID: 643, Date: 2026-02-13, Code: 622, Out: 8.5, Ret: 0.0, Avail: 0.0
ID: 644, Date: 2026-02-13, Code: 704, Out: 1.0, Ret: 0.0, Avail: 2.0
ID: 664, Date: 2026-02-13, Code: 302, Out: 0.5, Ret: 0.0, Avail: 8.96
ID: 665, Date: 2026-02-13, Code: 300, Out: 1.0, Ret: 0.0, Avail: 10.0
ID: 666, Date: 2026-02-13, Code: 501, Out: 1.0, Ret: 0.0, Avail: 873.12
ID: 669, Date: 2026-02-13, Code: 500, Out: 1.0, Ret: 0.0, Avail: 18.0
ID: 673, Date: 2026-02-14, Code: 200, Out: 0.25, Ret: 0.0, Avail: 9.93
ID: 674, Date: 2026-02-14, Code: 202, Out: 3.25, Ret: 0.0, Avail: 21.590000000000003
ID: 675, Date: 2026-02-14, Code: 213, Out: 0.25, Ret: 0.0, Avail: 23.249999999999996
ID: 676, Date: 2026-02-14, Code: 502, Out: 1.0, Ret: 0.0, Avail: 5.0
ID: 677, Date: 2026-02-14, Code: 501, Out: 4.5, Ret: 0.0, Avail: 868.62
ID: 678, Date: 2026-02-14, Code: 504, Out: 1.0, Ret: 0.0, Avail: 18.0
ID: 679, Date: 2026-02-14, Code: 309, Out: 4.0, Ret: 0.0, Avail: 50.0
ID: 685, Date: 2026-02-14, Code: 302, Out: 2.0, Ret: 0.0, Avail: 6.960000000000001
ID: 686, Date: 2026-02-14, Code: 304, Out: 2.0, Ret: 0.0, Avail: 13.399999999999999
ID: 687, Date: 2026-02-14, Code: 307, Out: 1.0, Ret: 0.0, Avail: 18.0
ID: 690, Date: 2026-02-15, Code: 501, Out: 92.0, Ret: 0.0, Avail: 776.62
ID: 691, Date: 2026-02-15, Code: 503, Out: 1.0, Ret: 0.0, Avail: 13.0
ID: 692, Date: 2026-02-15, Code: 504, Out: 1.0, Ret: 0.0, Avail: 17.0
ID: 695, Date: 2026-02-15, Code: 301, Out: 6.0, Ret: 0.0, Avail: 12.0
ID: 696, Date: 2026-02-15, Code: 308, Out: 2.0, Ret: 0.0, Avail: 17.6
ID: 711, Date: 2026-02-15, Code: 308, Out: 4.0, Ret: 0.0, Avail: 13.600000000000001
ID: 712, Date: 2026-02-15, Code: 302, Out: 1.0, Ret: 0.0, Avail: 5.96
ID: 713, Date: 2026-02-15, Code: 304, Out: 0.5, Ret: 0.0, Avail: 12.9
ID: 714, Date: 2026-02-15, Code: 307, Out: 1.0, Ret: 0.0, Avail: 17.0
ID: 716, Date: 2026-02-15, Code: 500, Out: 1.0, Ret: 0.0, Avail: 17.0
ID: 717, Date: 2026-02-15, Code: 504, Out: 1.0, Ret: 0.0, Avail: 16.0
ID: 730, Date: 2026-02-15, Code: 424, Out: 159.0, Ret: 0.0, Avail: 0.0
ID: 731, Date: 2026-02-15, Code: 302, Out: 0.96, Ret: 0.0, Avail: 5.0
ID: 732, Date: 2026-02-15, Code: 305, Out: 2.0, Ret: 0.0, Avail: 22.5
ID: 733, Date: 2026-02-15, Code: 306, Out: 0.5, Ret: 0.0, Avail: 6.640000000000001
ID: 735, Date: 2026-02-16, Code: 202, Out: 13.0, Ret: 0.0, Avail: 8.59
ID: 736, Date: 2026-02-16, Code: 203, Out: 1.0, Ret: 0.0, Avail: 14.939999999999998
ID: 738, Date: 2026-02-16, Code: 500, Out: 1.0, Ret: 0.0, Avail: 16.0
ID: 739, Date: 2026-02-16, Code: 504, Out: 1.0, Ret: 0.0, Avail: 15.0
ID: 741, Date: 2026-02-16, Code: 704, Out: 2.0, Ret: 0.0, Avail: 0.0
ID: 742, Date: 2026-02-16, Code: 308, Out: 2.5, Ret: 0.0, Avail: 11.1
ID: 743, Date: 2026-02-16, Code: 304, Out: 2.5, Ret: 0.0, Avail: 10.4
ID: 744, Date: 2026-02-16, Code: 302, Out: 1.0, Ret: 0.0, Avail: 4.0
